,상품명,주종,도수,용량,원재료,가격수정,ml당_가격,맛,바디감,향,목넘김,신맛,청량감,단맛,균형감,contents
10,가평 잣 막걸리,탁주,6.0,750,"쌀,정제수,쌀입국,잣,효모,정제효소등",1450,1.93,,,,,2.0,3.0,2.0,,가평의 특산물을 넣어 만드는 막걸리인 가평 생 잣 막걸리 자연이 품어 자라는 잣송이는 최소 쩍 넘어가는 잣나무 가지 끝에 달린다 잣송이를 거두기 위 사람이 직접 나무를 타고 나무 꼭대기 직접 타고 올라가야 하는 위이 따른다이런 수의 어려움 끝에 얻어낸 가평의 잣을 막걸리에 그대로 담아 특유의 고소한 맛으로 목 넘김이 부드럽고 은은한 느낄 수 있어 누구나 부담 없이 마시고 느낄 수 있는 막걸리다 터지지 않는 막걸리 일반 막걸리는 완전 발가 되지 않는 미숙주가 많아 상품 상태에서도 발가 발하기 병을 들면 가스로 병이 터지거나 넘치는 상이 일어난다 가평 막걸리는 저온 장기숙성방식으로 완전 발를 실하여 완숙주로 출시되어 들어도 터지거나 넘치지 않는다 깐깐한 원재료 관리 가평 우리술은 원재료를 안정적으로 수급하고 농가소득의 증대를 위 친경 쌀 계약재배로 원재료 수급에도 집중하고 국산 쌀이 수입 쌀에 비 약 배가량 비싸지만 막걸리 전용쌀 이라고 불리는 보람찬 벼 계약재배로 고급의 기반을 구축 하였으며 잣과 과일 등의 첨가물도 최고급 국내산만을 엄선 지하 암반수로 원료부터 깨끗한 막걸리 생산에 집중하고 품질 좋은 막걸리를 위서 깐깐하게 관리하는 원재료는 깔끔하고 깊은 맛의 비결이다 인증 가평 우리술의 생산공장은 경기도내 가장 큰 규모의 막걸리 생산 공장으로 자동제국기 자동증미기 캔주입기 탄산주입기 살균기 자동라벨부착기 자동로봇적재기 클린룸 등의 최신 시설을 갖추고 업계최초로 위요소중점관리기준 인증을 받으며 가평 우리술은 위생과 안전을 최우선으로 생각하고 막걸리의 세계 만 불의 수출탑 수상 농식품 수출 부분 국무총리 표창을 수상년한 우리술은 세계 여개 국에 막걸리를 수출하는 막걸리의 세계에 앞장서고 가평 우리술은 오천 우리의 역사와 울고 웃은 막걸리의 우수성을 널리 알려 세계의 명품술과 견줄 수 있도록 앞장서고 있다가평 잣 막걸리 단맛 신맛 바디감 목넘김 맛이 튀지 않고 적당하다 쌀 막걸리의 가벼운 바디감과 부드러운 목넘김이 좋은 막걸리다 반찬으로 나오는 우리음식과 잘 어울린다
11,감 보드카,일반증류주,32.0,375,감,14000,37.33,,3.0,2.0,4.0,,,,,감 보드카는 충청남도 논산에서 재배한 감을 용 만든 증류주이다 늦가을 수한 시를 와인으로 개발하기 위 국균을 이용한 전문적인 발기술을 개발하고 고유의 풍미를 내기 위 여년을 연구하여 만들어낸 제품이다 떫은 감을 국 균주로 당 시켜 발를 통 얻어진 추시와인감와인을 년간 저장고에서 숙성시켜 동증류기로 수차례 증류하고 자작나무 숯 여과를 거쳐 얻어진 증류주이다 국와 카테닌타닌으로 옅은 붉은색을 띄며 감 고유의 은은한 입안을 감싸는 독특한 떫은맛이 매력적인 술이다 영양만점 감으로 빚은 감와인 감의 떫은맛을 내는 이유는 디오스프린이라는 타닌 성분이 함유되었기 때문인데 체내에 불필요한 중성지방을 배출하고 콜레스테롤 수치를 낮춰주는 작용을 한다 감에는 알코올 대사에 관여하는 아세트알데드 탈수소의 성을 촉진하는 성분과 당분이 풍부하여 숙취를 예방하고 소하는데 탁월한 도움을 준다고 한다 폴리페놀 비타민 항산 성분이 풍부하여 세포의 산 노를 예방할 수 은은한 감의 풍미를 느낄 수 있는 감 보드카 추운 러시아의 추위를 견디기 위 마셨다는 러시아의 전통주 보드카 알코올 도수가 높은 술이지만 세계적으로 사랑받고 있는 술이기도하다 양촌감영농조합에서는 감을 용하여 증류한 보드카를 생산하였다 고급증류주를 만드는데 사용된다는 단식증류기를 통 여러 번 증류 과정을 거치므로 감이 은은하게 배어 나오고 깔끔한 보드카 특유의 느낌을 살린 제품이다 칵테일 재료를 취에 맞게 합하여 즐기면 감 보드카의 매력을 두배 느낄 수 감발 특기술로 감 특유의 맛을 술병에 담다 감은 특성상 술로 숙성되기가 쉽지 않다 식초로 변하기 쉽다 단점을 보완하기 위한 양촌감영농조합만의 특 받은 발 기술로 술을 빚는다 추시는 국균을 자체 배양하는 방법을 통 발 과정을 거친다 감 자체의 깊은 맛과 풍미를 살리기 위 두리감을 사용하는데 완숙된 상태인 시를 쓴다 감와인 병에 개의 두리감 시가 들어가며 년의 숙성 기간을 거친다감 보드카 양촌감영농조합법인에는 두 종류 감 증류주가 하나는 감이슬 하나는 이다 감이슬은 맑고 투명한데 반 는 아주 옅은 금빛 미색을 가지고 있으며 입 안에서 매우 풍만한 자극을 준다 붉은 빛이 도는 생선랑 잘 어울린다
12,감그린 레귤러,과실주,12.0,750,감,18000,24.0,,2.0,,,3.0,3.0,3.0,,감그린 레귤러는 경북 청도의 특산물인 씨 없는 감으로 만든 한국와인이다 감 특유의 떫은 맛 달콤한 맛 신맛이 조를 이루어 포도와인과는 색다른 풍미를 자아낸다 감이 발되었을 생기는 아로마과 부케이 특징이며 식전주로도 손색이 없어 동서양의 요리와도 잘 어울리는 감와인이다 청도감와인은 부산정상의 만찬주 특 제대 대통령 취임 건배주로 선정 되는 수 차례 정부 공식 사주로 선정되었다 농축된 당분이 빚어낸 금빛 감와인 감그린 레귤러는 풍부한 감미와 산미 특유의 떫은 맛이 조를 이룬 제품이다 청도에 위치한 와인터널 저장고에서 년간 도 이하로 저온 발와 숙성을 기간을 거쳐 출시된다 라이트바디한 밝고 산뜻한 아로마과 부케 스파이스한 풍미와 산미 은은하고 부드러운 산뜻한 맛이 일품이다 서리 맞은 청도반시로 빚는다 경북 청도의 특산물인 청도반시로 만든 감와인 감그린은 레드와인과 이트와인의 장점을 두루 갖추고 감의 풍부한 탄닌은 레드와인의 맛을 금빛 컬러와 산뜻한 맛은 이트와인의 특징을 잘 나타내고 감그린은 감 특유의 뒤끝 없는 깨끗하고 깔끔한 맛으로 가장 한국적인 와인으로 평가받고 청도와인터널에서 체하는 와인문 청도와인터널은 대한제국 말기인 년에 완공된 철도 터널이었다 연중 온도 습도 와인 숙성을 위한 천의 조건을 갖추고 있어 말부터 청도와인주에서 감와인 숙성고와 시음 공간으로 운영하고 청도와인터널은 역사기박물관 빛이 없는 어둠의 공간 와인맛 감별 공간 등으로 새롭게 개발된 청도를 대표하는 문관광지이다감그린 레귤러 가벼운 청포도과 감 특유의 가벼운 탄닌감이 살아있는 맛이다 감 특유의 떫은 맛이 있어 기름진 음식과도 궁합이 괜찮다 자극성 적은 소고기류가 좋다
13,감그린 스페셜,과실주,12.0,750,감,25000,33.33,,3.0,,,3.0,3.0,3.0,,감그린 스페셜은 경북 청도의 특산물인 씨 없는 감으로 만든 한국와인이다 감 특유의 떫은 맛 달콤한 맛 신맛이 조를 이루어 포도와인과는 색다른 풍미를 자아낸다 감이 발되었을 생기는 아로마과 부케이 특징이며 식전주로도 손색이 없어 동서양의 요리와도 잘 어울리는 감와인이다 청도감와인은 부산정상의 만찬주 특 제대 대통령 취임 건배주로 선정 되는 수 차례 정부 공식 사주로 선정되었다 우아하면서도 달콤한 맛의 고급 이트와인 감그린 스페셜은 미묘한 맛의 강한 탄닌과 쌉쌀한 끝 맛이 일품인 감으로 만든 이트와인이다 청도에 위치한 와인 터널 저장고에서 년간 도 이하로 저온 발와 숙성을 기간을 거쳐 출시된다 미디엄바디 특유의 묵직함과 풍부한 아로마과 부케이 좋은 밸런스를 이룬다 서리 맞은 청도반시로 빚는다 경북 청도의 특산물인 청도반시로 만든 감와인 감그린은 레드와인과 이트와인의 장점을 두루 갖추고 감의 풍부한 탄닌은 레드와인의 맛을 금빛 컬러와 산뜻한 맛은 이트와인의 특징을 잘 나타내고 감그린은 감 특유의 뒤끝 없는 깨끗하고 깔끔한 맛으로 가장 한국적인 와인으로 평가받고 청도와인터널에서 체하는 와인 문 청도와인터널은 대한제국 말기인 년에 완공된 철도 터널이었다 연중 온도 습도 와인 숙성을 위한 천의 조건을 갖추고 있어 말부터 청도와인주에서 감와인 숙성고와 시음 공간으로 운영하고 청도와인터널은 역사기박물관 빛이 없는 어둠의 공간 와인맛 감별 공간 등으로 새롭게 개발된 청도를 대표하는 문관광지이다감그린 스페셜 감 본래의 맛을 잘 살린 와인으로 과육을 씹는 듯한 식감을 자랑하는 와인이다 감 특유의 떫은 맛이 있어 기름진 음식과도 궁합이 괜찮다 자극성 적은 소고기류가 좋다
14,감그린 아이스와인,과실주,10.0,375,감,89000,237.33,,4.0,,,2.0,2.0,4.0,,감그린 아이스와인는 경북 청도의 특산물인 씨 없는 감으로 만든 한국와인이다 감 특유의 떫은 맛 달콤한 맛 신맛이 조를 이루어 포도와인과는 색다른 풍미를 자아낸다 감이 발되었을 생기는 아로마과 부케이 특징이며 식전주로도 손색이 없어 동서양의 요리와도 잘 어울리는 감와인이다 청도감와인은 부산정상의 만찬주 특 제대 대통령 취임 건배주로 선정 되는 수 차례 정부 공식 사주로 선정되었다 초겨울 서리 맞은 과숙한 감으로 만든 아이스와인 감그린 아이스와인는 초겨울 서리 맞은 과숙한 감을 엄선하여 빙결상태의 감을 착즙 농축한 특별한 와인이다 청도에 위치한 와인 터널 저장고에서 년간 도 이하로 저온 발와 숙성을 기간을 거쳐 출시된다 풀바디한 특유의 묵직함과 달콤한 벌꿀 산뜻한 산도가 조롭다 아로마과 부케이 풍부한 고급 와인이다 서리 맞은 청도반시로 빚는다 경북 청도의 특산물인 청도반시로 만든 감와인 감그린은 레드와인과 이트와인의 장점을 두루 갖추고 감의 풍부한 탄닌은 레드와인의 맛을 금빛 컬러와 산뜻한 맛은 이트와인의 특징을 잘 나타내고 감그린은 감 특유의 뒤끝 없는 깨끗하고 깔끔한 맛으로 가장 한국적인 와인으로 평가받고 청도와인터널에서 체하는 와인 문 청도와인터널은 대한제국 말기인 년에 완공된 철도 터널이었다 연중 온도 습도 와인 숙성을 위한 천의 조건을 갖추고 있어 말부터 청도와인주에서 감와인 숙성고와 시음 공간으로 운영하고 청도와인터널은 역사기박물관 빛이 없는 어둠의 공간 와인맛 감별 공간 등으로 새롭게 개발된 청도를 대표하는 문관광지이다감그린 아이스와인 진한 감 특유의 맛을 자랑하는 와인으로 숙성을 거듭한 시와 같은 식감이다 진한 맛을 자랑하는 다양한 치즈 류와도 궁합이 좋다 가벼운 맛의 모짜렐라 치즈부터 카망베르 스모키 치즈까지 다양한 조합을 이룬다
15,감사,약주,14.0,375,쌀,15000,40.0,,2.0,,,2.0,,2.0,,용인의 술샘에서 선보이는 술 감사 인생에서 가장 값진 선물 중 하나가 인연이라고 할 수 있는데 소중한 인연에 감사하고 사랑하고 존경하는 마음을 전하기 위한 술이다 기술적으로 어려운 멥쌀로 빚은 술이며 깔끔한 맛이 일품이다 쌀과 물 누룩 이외에 일체 첨가물 없이 만들어진 술로 명절 차례상에도 올리기 좋은 술이다 전통방식의 술 술샘에서 빚고 있는 술은 자연발 수작업 우리쌀의 대 원칙을 기반으로 빚어지고 소제나 모제를 넣는경우 일주일이면 완성되는 작업이지만 술샘은 우리의 전통방식을 고집하기 숙성까지 한 달이 걸린다 이는 생산량이 낮아 사용하지 않는 방식이지만 전통방식으로 술을 빚겠다는 술샘만의 고집이다 술샘의 전문인력 술샘 양조장은 구성원 전원이 전문가 과정을 수료한 전문인력이다 전문가들이 모여 전통주 제조에 필요한 전통 누룩제조 기술을 보유하고 있으며 막걸리의 누룩인 이곡 미인국 등의 누룩과 누룩소금 천연 발식초 다양한 발식품을 생산하고 있다감사 은은하게 올라오는 과실과 익은 곡물맛이 특징이며 전체적으로 단맛과 신맛 오미의 균이 잘 갖춰져 있고 부드러운 목넘김을 가지고 전골류와 잘 어울린다
16,감아락 25도,일반증류주,25.0,500,"감증류원액,쌀",26000,52.0,2.0,2.0,2.0,,,,,,대봉감 천연의 달콤함을 최대한 끌어올려 색다른 맛의 감동을 선사하고 있는 배상면주가의 제품이다 대한민국 우리술품평 일반증류주 부문 우수상을 수상하며 맛과 품질을 인정 받았다 아락은 아랍의 아라그 몽골의 아라케 만주의 알키와 증류주를 부르는 세계의 공통어라고 할 수 우리나라 고려시대 평양 안동 제주도에서 아락이라 불려진 것이 시초이다 느린마을 감아락 도는 리페놀이 풍부한 대봉감을 증류 감 특유의 긋한 달콤한 첫 맛이 특징이며 쌀 베이스에 대봉감 천연의 달콤함을 최대한 끌어올려 색다른 맛을 자랑한다 감의 풍부한 탄닌감을 입안 한 가득 느낄 수 아락은 증류주의 세계 공통어 아락은 세계 각국에서 아라키 아라기 알키 등으로 불리우는 증류주의 세계 공통어이다 증류식 소주는 석식 소와와는 달라 코로 마시는 술이라 불리기도 한다 고려시대 원나라로부터 전져 개성 안동 도 등으로 퍼져나가 조선시대에 더욱 유이 된 전통 깊은 술이다 특 우리의 아락은 우리나라 전통의 단식증류법으로 만들어져 풍미가 남다르다 원료를 사용하든 맛이 깊이 있게 남아 지역의 맛을 자연 그대로 느낄 수 아락은 배상면주가와 지역 농업인이 만든다 배상면주가는 대봉감을 이용한 감아락 도뿐만 아니라 나주의 꿀배 하동의 녹차 단양의 마늘 지역의 땅에서 지역의 물과 바람과 살로 자라 가장 맛있는 특산물로 개성을 미롭고 신선하게 드러내도록 하여 두번 만날 수 없는 세상 단 하나의 증류주 아락을 빚고 배상면 선생의 이름을 걸고 빚는 술 배상면주가는 국내 최초로 사람의 이름배상면을 건 기업명을 내세울 정성으로 빚는 술에 대한 자부심이 대를 잇는 한국 술에 대한 사랑과 열정은 시대에 맞게 세대를 이어 계속 재되고 있다감아락 도 맑고 투명하며 알코올과 농익은 과실이 은은하게 올라온다 입에 넣으면 아주 약한 단맛이 전체 술을 부드럽게 만들어주고 박하와 시원한 맛이 자리를 잡아 술을 부드럽게 만들어 준다 아주 편하게 즐길 수 있는 술이다 견과류와 잘 어울린다
17,감악산 머루주,과실주,12.0,360,"국내산산머루원액,주정",28000,77.78,,3.0,,,4.0,3.0,4.0,,감악산 머루주는 국내산 산머루로 만들어 전통옹기에서 이상을 숙성한 프리미엄 머루주이다 돌산을 쪼개에 직접 가꾼 서늘한 지하 속성 터널에서 전통옹기에서 숙성하는데 전통옹기는 용기 자체가 숨을 쉬어 오크통에서 숙성한 와인에 비 맛과 색다르다 일교차가 크고 토질이 비옥한 경기도 파주에서 재배한 머루는 당도가 높고 신맛과 단맛이 조롭다 몸에 좋은 산머루로 와인을 빚다 포도과에 속하는 머루는 페놀 성분인 안토시안닌 플라보노이드 유기산류 등이 풍부하여 항암 작용 항알러지성과 관 이완 작용 등의 생리 성을 하는 것으로 알려져있다 알칼리성 식품으로 식용 포도에 비 배 이상의 좋은 성분을 지니고 산머루농원이 있는 적성면 객리 감악산 일대는 산머루 마을로 불린다 주변에서만 여개 농가가 산머루를 키운다 산머루농원은 지역에서 생산되는 머루를 전량 수매하여 부가가치 높은 와인으로 빚고 세계인이 찾아오는 세계인이 인정하는 와이너리 한 산머루농원을 찾는 국내외 관광객은 만 천명 이상이다 중에 외 관광객은 차지하는 만명 이상을 기록하고 산머루농원에서 만든 다양한 머루주는 미국 일본 싱가폴 중국 콩 대만 등지로 수출하고 년에는 은탑산업장을 수상하고 대한민국 우리술품평에서는 과실주부문 대상을 수상하며 맛과 품질을 인정 받았다 찾아가는 양조장으로 선정된 체 와이너리 산머루농원은 체 관광지로서도 유명하다 서 대표는 주변 사람들이 달하는 와인 터널을 신기하는 것에 착안 와이너리 체 프로그램을 개발다 연간 만톤 가량 생산되는 머루로 와인 잼 만들기 체부터 지하 와인터널 견학 다양한 와이너리 체 프로그램을 운영하고 산머루농원은 농림축산식품부에서 지정하는 찾아가는 양조장에도 선정되어 농업의 새로운 부가가치산업인 차 산업의 성공 모델이 되었다감악산머루주 잘 익은 머루 특유의 검붉은 색을 가지고 묵직한 병에서 느껴지는 권위적인 분위기와는 달리 뚜껑을 열면 달콤한 술이 가진 스위트함을 느끼게 준다 첫 느낌은 단맛으로 시작되지만 마지막은 식욕을 불러오는 산미로 잘 마무리된다 파주의 술인 임진강에서 잡는 메기 참게 요리와 잘 어울릴 듯하며 염소 오리로스구이 보양식과도 좋은 궁합이다 와인을 잘 못 마신다면 추천하고 싶은 과실주이기도 하다
18,감이슬,일반증류주,23.0,375,감,10000,26.67,,2.0,2.0,2.0,,,,,감이슬은 충청남도 논산에서 재배한 감을 용 만든 증류주이다 늦가을 수한 시를 와인으로 개발하기 위 국균을 이용한 전문적인 발 기술을 개발하고 고유의 풍미를 내기 위 여년을 연구하여 만들어낸 제품이다 떫은 감을 국 균주로 당 시켜 모발를 통 얻어진 추시와인감와인을 년간 저장고에서 숙성시켜 동증류기로 수차례 증류하고 자작나무숯 여과를 거쳐 얻어진 증류주이다 영양만점 감으로 빚은 감와인 감의 떫은맛을 내는 이유는 디오스프린이라는 타닌 성분이 함유되었기 때문인데 체내에 불필요한 중성지방을 배출하고 콜레스테롤 수치를 낮춰주는 작용을 한다 감에는 알코올 대사에 관여하는 아세트알데드 탈수소의 성을 촉진하는 성분과 당분이 풍부하여 숙취를 예방하고 소하는데 탁월한 도움을 준다고 한다 폴리페놀 비타민 항산 성분이 풍부하여 세포의 산 노를 예방할 수 은은한 감의 풍미를 느낄 수 있는 감이슬 양촌감영농조합에서는 감을 용하여 증류한 제품이다 고급증류주를 만드는데 사용된다는 단식증류기를 통 여러 번 증류과정을 거치므로 감이 은은하게 배어 나오고 깔끔한 증류주 특유의 느낌을 살린 제품이다 국와 카테닌타닌으로 옅은 붉은색을 띄며 감 고유의 은은한 입안을 감싸는 독특한 떫은맛이 매력적인 술이다 감발 특기술로 감 특유의 맛을 술병에 담다 감은 특성상 술로 숙성되기가 쉽지 않다 식초로 변하기 쉽다 단점을 보완하기 위한 양촌감영농조합만의 특 받은 발 기술로 술을 빚는다 추시는 국균을 자체 배양하는 방법을 통 발 과정을 거친다 감 자체의 깊은 맛과 풍미를 살리기 위 두리감을 사용하는데 완숙된 상태인 시를 쓴다 감와인 병에 개의 두리감 시가 들어가며 년의 숙성 기간을 거친다감이슬 양촌감영농조합법인에는 두 종류 감 증류주가 하나는 감이슬 하나는 이다 감이슬은 맑고 투명한데 반 는 아주 옅은 금빛 미색을 가지고 있어 차이가 난다 감이슬은 도수가 낮고 부드러워 누구나 편하게 마실 수 있는 증류주로 양념이 되지 않은 생선찜 등과 잘 어울린다
19,감자술 13%,약주,13.0,700,백미,14000,20.0,,2.0,,,2.0,3.0,3.0,,감자술은 국내 유일의 감자를 주원료로 만든 약주이다 강원도의 특산품 감자를 발시켜 빚은 술로 감자와 곡물이 어우러져 은은한 풍미를 더 준다 년에는 평창동계올림픽성공을 기념하기 위 청와대 명절선물로 선정되기도 다 강원도 오대산에서 러내린 맑은 물 오대천과 고랭지에서 재배한 최상급 감자가 만나 강원도를 대표하는 감자술이 빚어졌다 오래전 전민이 빚어 마시던 술을 복원하다 감자술은 문에 전하는 것이 없다 감자가 전래된 것이 조선 중기이고 구식품으로 강원도 산간지방에서 주로 생산되었다 문으로 남기는 술 대부분이 문자를 쓸 줄 알았던 사대부가의 가양주로 제조되어 왔던 것과는 달리 감자술을 강원도 전민을 통 구전되어온 술이었다 감자는 전민들의 구식품으로 주 식량으로 권장되다 보니 감자를 이용한 음식이 다양하게 개발된 것과 식량으로 먹다 남은 감자를 술로 빚어 마시게 되었다고 한다 영양 가득한 강원도의 감자 감자는 남미 안데스산맥 지역이 원산지인데 고지대에서 잘 자라는 특성을 가지고 척박한 곳 어디서나 잘 자라는 특성이 있어 구작물로 재배 왔고 우리나라에는 세기 초엽에 중국에 전졌다 감자에는 비타민 비타민 엽산이 풍부하게 들어 있고 칼륨 풍부하다 글로로겐산 카테킨 루테인 항산 성분도 다량 들어 있는 영양 가득한 작물이다 감자술이 만들어지는 과정 쌀을 깨끗하게 씻어서 정도 불렸다가 약 쪄서 지에밥멥쌀 또는 찹쌀을 물에 불려 시루에 찐 밥을 만들어 차게 식 뒤 누룩과 물을 넣고 발시켜 밑술을 만들어 둔다 감자는 껍질을 벗기고 쪄서 으깨어 누룩 물과 만들어 둔 밑술에 섞어 섭씨 도에서 정도 발시키면 노란빛의 맑은 술이 완성된다 밑술에 백미와 누룩 물을 섞어 덧술하여 발시킨 뒤 으깬 감자와 엿기름 물과 가마솥에 넣고 고아 만든 감자엿에 누룩과 물을 섞어 숙성시켜서 감자술을 빚기도 한다감자술 살짝 갈아놓은 감자에서 느낄 수 있는 식감이 맑은 연두빛의 개성 있는 색깔에 담백한 단맛이 느껴진다 너무 맵고 짠 음식은 자칫 감자술의 은은한 맛이 가려질 수 있기 자극적이지 않은 안주를 추천합니다 기름진 감자전하고 즐기면 좋은 맛이다
