,특징,상품명
10," 1. 느리지만 제대로된 전통방식으로 만든다. 막걸리는 집집이 맛이 다르고 깊이가 다를 수밖에 없다. 그 이유는 집마다 떠돌아다니는 효모가 다르고 그에 따라 생성되는 균이 다르기 때문이다. 청송양조장을 이끌고 있는 정우기 대표는 고두밥을 찌고 누룩을 섞어 효모를 발생하게 한 후 종균을 배합하고 공기 중에 떠다니는 효모가 섞이면서 자연스럽게 숙성되어 만들어지는 전통방식의 막걸리를 고집하고 있다. 막걸리 주입과 포장만 시스템에 변화를 주고 제조방식은 그 옛날 아버지가 하던 방식을 그대로 하고 있다.  2. 80여 년의 양조장 역사, 경북의 향토뿌리기업 선정 청송양조장의 역사는 일제강점기로 거슬러 올라간다. 정 대표 선친 정무석(2003년 작고)은 청송양조장에서 20여 km 떨어진 이현리에서 지인과 함께 대전양조장을 세우고 6.25 때 전소된 건물을 지금의 청송양조장 자리에 다시 세웠다. 1980년대 초까지 호황을 누렸지만 사람들의 기호가 바뀌며 쇠퇴하였다. 당시 서울에서 상버을 하던 정기기 대표는 가업을 이어야 한다는 아버지의 권유로 양조장을 이어 받아 경북 청송을 대표하는 양조장으로 이끌고 있다.,  3. 좋은 원료, 정성, 그리고 기다림이 만드는 술 청송에서 재배된 품질 좋은 국내산 쌀과 고두밥을 찌고 누룩을 섞어 효모를 발생하게 하는 전통방식, 그리고 발효와 숙성을 위한 기다림으로 청송양조장의 술은 태어나고 있다. 산도, 당도 측정, 자동온도조절 등 현대식 생산관리가 이뤄져 있지만 그렇다고 한 눈을 팔 수는 없다. 막걸리는 변화가 심해 매일 관리하고 보살펴 주어야 제대로된 술이 나오기 때문이다.",청송 주왕 사과막걸리
11," 1. 오메기 떡 고소리술을 만들기 전, 오메기술을 만들어야 한다. 그러기 위해선 우선 오메기 떡을 만들어야 하는데, 오메기 떡은 차좁쌀을 가루로 만들어 반죽한 후, 끓는 물에 삶아내 건진다. 다 삶아진 오메기 떡을 잘 으깨 누룩가루와 물을 섞어 항아리에 넣고 일주일 정도 발효시키면 상층부에 맑은 청주인 오메기 술이 탄생하게 되고 이 오메기 술을 증류하면 고소리 술을 얻을 수 있다.  2. 느림의 술 좁쌀이 술이 되어가는 제주샘주의 술은 오랜 시간의 발효, 숙성의 기간을 정성스럽게 거치게 된다. 제주지역에서 자라는 청정 농산물을 엄격하게 선별하고, 화산 천연 암반수를 이용해 빚은 술을 2번의 여과를 통해 맑게 만들고 증류하여 최소 1년 이상 숙성해야 비로소 고소리 술이 탄생하게 된다.  3. 찾아가는 양조장 제주샘주 양조장은 찾아가는 양조장으로 많은 관광객들이 술 뿐만이 아니라 칵테일체험, 쉰다리 만들기 체험, 오메기떡 만들기 체험, 술 시음 등 다양한 체험 활동이 가능하며 애월읍의 주변 관광도 가능하다., 제주샘주를 찾아와 다양한 문화를 즐길 수 있도록 많은 정성을 쏟고 있으며 또한 자체 지하수를 보유하고 있어 제주만의 청정지하암반수를 그대로 마셔볼 수 있는 소비자와 가까이 있는 양조장이다.",고소리 술
12," 1. 세월을 잇는 향기에 물들다 니모메를 생산하고 있는 제주샘영농조합은 고려시대부터 3대 명주로 손꼽히는 제주도 전통술인 고소리술과 오메기술을 함께 생산하고 있는 곳이다. 제주도의 전통술을 계승 발전시키면서 젊은 층을 위한 니모메, 프리미엄 증류주 세우리 등 새로운 제품을 개발에도 매진하며 제주의 전통문화와 청정 자연을 담아 세계인이 인정할 수 있는 한국술로 나아가고 있다.,  2. 6년 연속 대한민국 우리술품평회를 휩쓸다 제주샘영농조합은 생산하는 고소리술과 니모메로 매년 한국술을 평가하는 대한민국 우리술품평회에서 2011년부터 2017년까지 6년 연속 수상이라는 놀라운 기록을 가지고 있는 역량 있는 제조사이다. 또한 IWSC, 몽드셀렉션 등 세계적인 주류품평회에서도 연이어 수상하며 제품력을 인정 받고 있다.  3. 2014년 찾아가는 양조장으로 선정되다 2014년 제주샘영농조합은 농식품부에서 지원하는 찾아가는 양조장에 선정되었다. 찾아가는 양조장은 양조장 문화체험과 지역관광을 연계하는 전통주문화체험관광상품이다. 오메기술의 원료가 되는 오메기떡 만들기 체험, 제주도의 전통 음료 쉰다리 만들기 체험, 그리고 오메기술과 고소리술을 이용한 전통주칵테일 만들기 체험 등 다양한 체험 프로그램이 운영되고 있다.",니모메
13," 1. 친근감 있게 입안을 감싸는 거부할 수 없는 맛 김포예주 프리미엄은 우선 패키지 디자인부터 현대적인 느낌을 담아 세련된 모습이다. 마치 고급 와인을 연상케하는 포장으로 선물용 전통주로 손색이 없다. 김포예주에서 예는 우리가 차례를 지낼 때의 의미인 예(禮) 대신 단술을 뜻하는 예(醴)를 사용하고 있는 만큼 달콤함이 이 술의 특징이다. 바디감은 라이트한 편으로 젊은 여성층부터 지긋한 어르신까지 달짝지근한 술을 좋아하는 분들에게 제격인 제품이다.,  2. 국내외 주류품평회에서 인정한 김포양조의 양조기술 김포예주를 생산하고 있는 김포양조의 양조기술은 국내외 주류 전문가 들에게 인정 받고 있다. 국세청에서 주최한 제1회 대한민국 주류품평회에서 은상을 수상한 것을 시작으로 2011년 대한민국 우리술품평회 약주청주 부문 장려상 수상, 2013년 대한민국 우리술품평회 약주청주 부문에서 최우수상을 수상하고 이듬해 미국 샌프란시스코 국제 주류품평회에서 브론즈 메달 수상, 몽드셀렉션 주류품평회에서 실버 메달을 수상하며 국내외 주류 전문가들에게 맛과 품질을 인정 받은 우수한 제품이다.,  3. 현대적 양조시설을 갖추고 전통과 과학을 접목하다 경영과학화와 품질관리를 인정 받은 김포양조는 2001년 전통주 제조업계 최초로 ISO9002 인증을 획득하며 김포시 월곶면에서 현대적인 양조시설을 갖추고 소비자가 믿고 마실 수 있는 안전하고 맛있는 술을 생산하고 있다.",김포예주 프리미엄
14," 1. 대한민국 식품명인 송명섭 명인이 정성껏 빚은 술 죽력고는 2003년 전라북도 무형문화재 제6-3호로 지정되었고 술을 빚는 송명섭 명인은 2012년 대한민국 식품명인 제48호로 지정되었다. 죽력고를 계량화하여 대량생산을 하자는 수많은 제의를 받고 있지만 상업화와 자본의 논리로 전통주의 원형을 손상시킬 수 없다는 장인정신으로 지금도 전통적인 수공업 방식으로 소량만 생산하는 진귀한 술이다.,  2. 중풍, 기력 회복에 큰 효험이 있어 약용으로 쓰인 술 조선 말기 황현(黃玹)이 지은 야사(野史)인 《오하기문(梧下奇聞)》에서 고문을 당한 전봉준이 지역 주민들이 가져다 준 죽력고 세 잔에 기력을 찾았다는 구절이 나와 몸을 보호하는 명약주로 명성을 얻게 되었다. 한의학에서는 죽력고에 생지황, 꿀, 계심, 석창포 등을 첨가하여 아이들이 중풍에 걸렸을 때 쓰는 구급약으로 활용하기도 하였으며, 중국 명나라 때 이시진이 저술한 의서 《본초강목(本草綱目)》, 1766년경 유중림이 《산림경제》를 증보하여 엮은 농서인 《증보산림경제(增補山林經濟)》, 1872년경 실학자인 서유구가 지은 박물학서인 《임원십육지(林園十六志)》 등에서는 죽력고가 혈압과 천식, 중풍, 뇌졸중, 발열 등의 증상을 완화하는데 효능이 있다고 언급하고 있다.  3. 2014년 찾아가는 양조장으로 선정되다 제조사 태인합동주조는 2014년 농림축산식품부에서 지원육성하는 찾아가는 양조장에 선정되었다. 찾아가는 양조장은 소비자가 직접 양조장에 찾아가 전통주 관련 다양한 체험을 듣고 보고 경험하는 프로그램이다. 전통주 원료인 누룩과 효모에 대한 소개, 약주와 소주의 차이, 죽력고 만들기 체험 등 태인합동주조만의 특화된 전통주 체험 프로그램을 체험할 수 있다.",죽력고
15," 1. 좋은 재료, 좋은 사람, 좋은 제품 더한주류는 최상의 원료로 정직과 정성으로 최상의 제품을 만든다는 철학을 고집한다. 한씨 집안에 선대로부터 내려오는 제조방법으로 국내 최초의 황매실과 매실청, 천연 꿀을 가미한 매실주를 현대적인 시스템을 기반으로 탄생시켰다. 두산에서 백화수복 처음처럼 등의 성공작을 만든 박경준 고문과의 조우를 통해 국내 최초의 황매실과 매실청, 천연꿀을 가미한 매실원주를 탄생시켰다.,  2. 변함 없는 재료에 대한 철학 매실원주는 황매실을 고집하여 만들어진다. 수확의 어려움, 보관의 까다로움을 기꺼이 껴안으며, 재료에 대한 철학을 확고히 하고 있다. 수확의 어려움을 자체적으로 가지고 있는 매실밭에서 해결하고 보관의 까다로움을 급속냉동방식의 특허로 혁신하였다. 번거로움이 따라 타 업계들이 청매실을 사용할 때에도 매실원주는 그 번거로움을 마다치 않으며 최고의 원료만을 사용하고 있다.  3. 높은 주세를 감수하고 지켜는 품질 우리나라 주세법상 과실주는 과실을 발효한 술이다. 매실은 당이 적어 발효가 안되어 리큐르로 구분되어 72%의 주세율이 부과되는 반면, 과실주는 30%의 주세율이 부과되기에 국내의 타 매실주는 기타 과실주에 매실주를 첨가하여 과실주로 제조한다. 그러나 매실원주는 높은 주세를 감수하면서도 좋은 술, 양질의 매실주를 고객에게 전하고자 하는 신념 하나로 매실원주를 만들고 있다.  4. 국내외 주류품평회 수상, 수상, 또 수상 대한민국 우리술품평회 리큐르부문 최우수상(2014), 대상(2016) 수상, 대한민국 쥬류대상 리큐르 부문 2년 연속 금상 수상(2015, 2016), 세계3대 주류품평회 몽드셀렉션 3년연속 금상 수상, 샌프란시스코 주류품평회(SWSC) 2년 연속 은상 수상, 영국 주류품평회(IWSC) 은상수상(2014) 등 매실원주를 생산하는 더한주류의 국내외 수상기록은 즐비하다. 한국을 넘어 세계인이 인정한 매실원주의 제품력이 빛을 발하고 있다.",매실원주
16," 1. 퍽토기에 쌓여 있는 귀한 술 오매락퍽은 국내외 주류품평회에서 우수한 성적을 거두며 제품력을 인정 받았다. 오매락퍽은 제품력 뿐만 아니라 독특한 패키지 디자인으로도 유명하다. 황토빛 토기에 쌓여 있어 제품에 나무망치가 동봉되어 있다. 퍽토기라 이름 붙인 토기는 술의 맛과 향을 유지하기 위해 특별히 제작된 과학적 숙성 저장고이다. 좋은 술을 도자기병에 이중 보관하듯이 최고의 맛과 품질을 위해 적당한 산소호흡을 통해 자연 숙성 할 수 있도록 제작되었다. 또한 토기는 우리나라 전통주의 맛과 멋을 표현해 주고 있다.,  2. 특별한 날을 더욱 특별하게 해주는 최고급 전통주 샴페인을 펑 터뜨려 축제 분위기를 연출 하는 서양의 문화처럼, 퍽토기를 깬다는 것은 알을 깨는 새처럼 파란(破卵)의 의미로 새로운 시작과 성장, 용기, 변화 등을 의미하며, 상대방을 축하하고 기념하는 의미로 승진이나 제대를 축하하는 선물로 많이 사랑 받고 있다. 특별한 기념일에, 특별한 사람과 특별한 자리에 특별한 즐거움으로 가치를 더할 수 있다.  3. 배상면 선생의 이름을 걸고 빚는 술 배상면주가는 국내 최초로 사람의 이름(故배상면)을 건 기업명을 내세울 만큼 정성으로 빚는 술에 대한 자부심이 있다. 대를 잇는 한국 술에 대한 사랑과 열정은 현 시대에 맞게 세대를 이어 계속 재현되고 있다.",오매락퍽
17," 1. 3대를 잇는 경남 창원을 대표하는 양조명가. 1945년 창원시 사화동에 문을 연 작은 정미소를 시작으로 정미한 쌀을 마을 사람들과 나누고 약수를 길어 막걸리를 빚었다. 그렇게 2대, 3대로 이어지고 있는 제조사 우포의 아침은 선조가 물려준 발효기술과 70여년 동안 응축된 양조에 대한 신념으로 전통과 현대를 잇는 술을 생산하고 있다. 소비자에게 친근하게 다가가는 술, 술 한잔의 가치를 생각나게 하는 술을 빚고 있는 창원을 대표하는 유구한 양조명가이다.  2. 겨울연가 막걸리로 제2의 전성기를 열다. 현재 우포의 아침을 이끌고 있는 박중협 대표는 2011년 창원대학교와 공동으로 자회사인 국내 최초 산학관 제조법인 우포의 아침을 설립하고 창녕공장을 건립한다. 이듬해 2012년 드라마 겨울연가가 일본에서 큰 방향을 일으키고 있을 때 겨울연가 막걸리를 출시하였다. 일본에서 선풍적인 인기로 그 해 경상남도 수출 유공탑을 수여받고 전통주의 발효기술과 농축기술을 토대로 건강음료, 발효식품 제조 등으로 사업을 확정하며 제2의 중흥기를 열었다.  3. 체험형 복합공간 맑은내일 발효공장 2018년 젊은세대에게 전통주를 알리고 경험하게 할 수 있는 전통주펍 맑은내일 발효공장을 오픈하였다. 세련된 분위기에서 전통 누룩으로 만든 프리미엄 막걸리를 마셔볼 수 있는 공간이다. 앞서 2017년에는 창원 북면에 있던 양조장을 복합문화공간을 만들어 양조시설, 우포의 아침의 양조 역사를 살려볼 수 있고 생산하는 제품을 시음하고 구매할 수 있다.",조선주조사
18," 1. 마스터 블랜더 이종기 명인의 양조기술 결정체 고운달 오크는 한국 최초의 위스키 마스터블랜더 이종기 명인의 36년간 쌓아온 양조 기술을 집약한 최고급 증류주이다. 전통 기법의 오크통 숙성으로 오미자 본연의 맛과 향에 오크향이 조화로운 제품이다. 오미자를 수확하여 3년이라는 발효, 숙성과정을 거친 후 증류하여 다시 3년을 오크통에서 숙성한 제품이다. 2017년 대한민국 우리술품평회 증류주 부문에서 대상을 수상하며 뛰어난 품질을 인정 받았다.,  2. 엄선된 친환경 오미자로 빚은 명주 고운달 오크의 원료인 오미자는 천연의 다섯 가지 맛을 담아 절묘한 균형을 이루고 있어 라틴어로 The maximowiczia Typica 즉 최상의 맛이라는 뜻을 담고 있다. 천연의 선홍색으로 매력적인 색조와 잘 익은 오미자에서 퍼지는 은은한 스파이스향, 그리고 오미자 특유의 5가지 맛이 어우러져 있다. 오미자는 문경이 재배의 최적지이며 옛 문헌에서도 문경의 지역특산물로 전해지고 있다.,  3. 2016년 찾아가는 양조장으로 선정 제조사 농업회사법인(주)제이엘(오미나라)는 2016년 농림축산식품부에서 지원육성하는 찾아가는 양조장에 선정되었다. 와이너리 견학과 다양한 체험을 경험할 수 있다. 와인의 문화와 에티켓을 배워보는 와인 에티켓, 스파클링와인과 증류주의 제조 기법 등 교육 프로그램 등이 준비되어 있다.",고운달 오크
19," 1. 사계절 다른 맛 자연이 주는 유통기한에서 나오는 맛은 보관조건이나 계절에 따라 네 가지의 맛, 아니 더 많은 종류의 맛을 느낄 수 있는데 이는 첨가료가 들어가지 않아 자연이 발효하기 때문. 계절과 조건에 따라 변화하는, 한마디로 정의 내리기 어려운 느린마을 막걸리다.  2. 느리고 정성스럽게 느린마을 생 막걸리는 매일매일 신선한 술을 빚는다. 미생물의 속도를 따라 전문가의 손으로 섬세하게 빚고 있기 때문에 술을 빚는 시간이 조금 오래 걸릴 수는 있지만 그 맛은 결코 어디에서도 뒤쳐지지 않는다. 효모가 만들어 내는 이 신비로운 과정을 보채지 않는 것이 원칙이다.  3. 생쌀 발효 법 배상면주가 특유의 밥을 찌지 않고 생쌀을 갈아 발효시키는 이른바 생쌀 발효 법으로 만드는 막걸리는 언제나 그 풍미와 부드러운 목 넘김을 그대로 느낄 수 있는 특징이 있다. 항상 술을 제조해서 판매하는 사람들이 아닌, 이야기를 만들고 문화를 만들기 위해 노력하고 있는 배상면주가의 막걸리는 그 기술과 정성이 가득한 막걸리다.",느린마을 막걸리
20," 1. 막걸리에 구름을 담았다 1932년 설립하여 85년의 역사를 자랑하는 1932포천일동막걸리에서 새롭게 출시한 프리미엄 막걸리이다. 하얀 구름을 모티브로 탄생한 제품으로 흔들어 개봉을 해도 넘치지 않고 탄산이 거의 없어 목넘김이 매우 부드럽다. 2016년 대한민국 우리술품평회 생막걸리 부문 장려상을 수상하며 품질을 인정 받았다.,  2. 국내산 쌀 100%로 빚은 무첨가 순수 막걸리 담은은 국내산 쌀(경기도 포천시)을 사용하였으며 인공감미료를 첨가하지 않았다. 그럼에도 잘익은 배의 달달한 향이 느껴지고 고운 질감을 자랑한다. 우유빛깔 색감처럼 부드럽게 마실 수 있는 제품이다.  3. 85년 전통의 제조기법이 만든 21세기 막걸리 1932년 이병규옹이 설립한 장천양조장으로 시작하여 1994년 주식회사 일동막걸리로 명칭을 변경한 후 지금까지 4대째 술을 빚고 있는 막걸리 제조의 명가이다. 85년 동안 쌓아온 막걸리 제조기법을 통해 젊은 소비자에게 어필할 수 있는 현대적 감각의 막걸리가 탄생하게 되었다.  4. 품질관리 인증시스템 구축 오랜 역사를 통해 보다 우수한 품질 개발에 역량을 기울인 1932 포천일동막걸리는 2012년 ISO 22000 취득, 2014년 HACCP 인증서를 취득하는 등 품질에 걸맞는 안전한 제품 생산에도 역점을 두고 있다.",담은
21," 1. 녹고의 눈물의 유래 제주도에서 아름다운 일몰을 볼 수 있는 곳 중 한곳으로 알려진 수월봉은 녹고물 오름이라고도 불린다. 약 380년 전 고산리에 수월과 녹고라는 남매가 홀어머니와 함께 살았는데, 그만 어머니가 병에 걸리고 남매는 어머니의 병구환을 하지만 병세는 점점 깊어갔다. 그러던 어느 날 남내는 지나가는 스님에게 백 가지 약초를 달여먹으면 병을 고칠 수 있다는 말을 듣고 부지런히 약초를 찾아 아흔아홉가지의 약초를 마련하지만 단 하나 남은 오가피만은 도저히 구할 수 없었다., 남매의 사정을 불쌍히 여긴 스님은 절벽에 나는 오가피의 위치를 알려 주었고 남매는 마을 앞 바닷가 절벽을 올라 오가피를 발견한다. 누이 수월은 녹고의 한쪽 손을 잡고 절벽으로 내려가 오가피를 캐냈지만 그만 녹고의 손을 놓쳐 절벽에서 떨어져 죽고만다. 죽은 누이를 잃은 슬픔을 견디지 못한 녹고 역시 절벽을 떠날 줄 모르고 눈물을 흘리다 죽었는데 녹고가 죽은 후에도 눈물은 바위틈을 거쳐 끝없이 샘솟아 흘렀다고 한다.  2. 동의보감에서 금괴와 같다고 한 오가피로 술을 빚다 드룹나무과에 속한 오가피는 오래 전부터 대표적인 건강 약초이자 식품으로 자리잡고 있다. 유명한 한방서적 동의보감에서는 한 마차의 금괴보다 한 줌의 오가피가 더욱 값지다고 기록하고 있다. 과거부터 지금까지 오가피는 귀한 약재이며 과거 조선의 왕 선조의 무릎이 아플 때 의관이 가시오가피 달인 물을 처방 했다고 한다. 제주의 전통주 녹고의 눈물은 청정 제주에서 자란 오가피 뿌리에서 추출한 원액으로 60일간 발효하고 1년간 저온숙성하여 만든 프리미엄 전통주이다.",녹고의 눈물
22," 1. 지리산 자락 오미자와 산수유로 술을 빚다 황진이는 맑은 주홍빛깔로 지리산 청정지역에서 자란 오미자, 산수유, 그리고 구기자가 함유된 웰빙 전통주이다. 오미자와 산수유의 붉은색이 스며들어 엷은 붉은색을 띄는데 은은하고 고운 색감에 엷은 과일향과 오미자의 상큼한 향도 난다. 단맛과 신맛이 어우러져 있다. 오미자는 심장을 강하게 하고 혈압을 내리며 면역력을 높여 주고 폐기능을튼튼하게 하는 것으로 알려져 있다. 산수유 또한 강장, 강정에 효능 있는 몸에 좋은 산야초로 알려져 있다.,  2. 대한민국 우리술품평회의 단골 수상 제품 황진이의 주류품평회 수상 이력은 화려하다. 2007년 전통주 품평회 대상 수상을 시작으로 제1회 대한민국 주류품평회 금상, 2012년 대한민국 우리술품평회 최우수상, 그리고 2016년 대한민국 우리술품평회 약주청주 부문 대상을 차지 했다. 단일 제품으로 이렇게 매년 주류품평회에서 우수한 성적을 거둔 제품은 황진이의 제조사 술소리에서 제조한 주몽 복분자가 유일하다.,  3. 황진이의 풍류와 예술혼을 담다 역사인물 가운데 소설로, 영화로, 드라마로 만들어진 경우가 많은데 황진이만큼 대중의 사랑을 듬뿍 받은 인물도 드물다. 황진이는 매력적인 여성의 상징으로 세대를 달리하며 늘 새로운 여인상을 만들어 냈다. 제조사 술소리의 약주 황진이는 대중의 사랑을 한 몸에 받은 황진이처럼 소비자의 사랑을 받는 제품으로 나아가고자 황진이라는 브랜드명을 붙이게 되었다. 또한 남한 북한 모두 인정하고 있는 역사적 인물로 2007년 10월 남북정상회담 때 건배주로 선정되기도 했다.",황진이
23," 1. 마스터 블랜더 이종기 명인의 양조기술 결정체 문경바람 오크는 한국 최초의 위스키 마스터블랜더 이종기 명인의 37년간 쌓아온 양조 기술로 탄생한 고급 증류주이다. 맛과 당도가 우수한 문경사과를 원료로 정통발효공법으로 제조한 사과와인을 증류하여 오크통에서 숙성하였다. 2017년 대한민국 우리술품평회 증류주 부문에서 최우수상을 수상하며 뛰어난 품질을 인정 받았다.,  2. 엄선된 친환경 문경 사과로 빚은 사과증류주 문경 사과는 밤낮의 높은 일교차와 비옥한 토질, 청정자연환경에서 재배되어 육질이 단단하고 향이 짙으며 당도가 높은 것으로 유명하다. 문경바람은 해발고도 300m 이상의 청정지역에 위치한 16개 농가가 모인 백설공주영농조합법인에서 재배한 친환경 사과를 원료로 만들어진 문경을 또 하나의 지역특산주이다.,  3. 2016년 찾아가는 양조장으로 선정 제조사 농업회사법인(주)제이엘(오미나라)는 2016년 농림축산식품부에서 지원육성하는 찾아가는 양조장에 선정되었다. 와이너리 견학과 다양한 체험을 경험할 수 있다. 와인의 문화와 에티켓을 배워보는 와인 에티켓, 스파클링와인과 증류주의 제조 기법 등 교육 프로그램 등이 준비되어 있다.",문경바람 오크
24," 1. 탐라시대부터 내려온 전통방식 그대로! 오메기 맑은술은 맛이 진하고 부드러우며 달콤한 맛과 천연의 과실향이 나는 최고급 약주이다. 제조사 제주술익는집은 4대째 이어온 전통방식으로 일체의 첨가물 없이 정성스런 손맛으로 술을 빚고 있다. 2017년 대한민국 주류 대상에서 우리술 약주청주 부분에서 대상을 수상하며 그 품질을 인정 받았다.,  2. 공장이 아닌 자연으로, 기계가 아닌 사람의 손으로! 오메기 맑은술은 고소리술 무형문화재 기능보유자인 김을정 할머니와 전수자에 의해 빚어지고 있다. 술이 대량생산으로 규격화 되고 있는 현재, 오래전 한국의 소중한 술문화인 가양주 문화가 사라지는 것을 보며 제주술익는집은 양조시설의 현대화를 과감히 포기하고 전통방식으로 술을 빚고 있다. 술을 빚는 것은 공장이 아닌 자연이며, 기계가 아닌 사람의 손이라는 것을 모토로 오늘도 자연과 함께 느림의 미학으로 술을 빚고 있다.,  3. 2018년 찾아가는 양조장으로 선정되다 제조사 제주술익는집은 2018년 찾아가는 양조장으로 선정되었다. 찾아가는 양조장은 농림축산식품부에서 엄격한 심사를 통해 선정하여 양조장 체험과 지역 관광 등을 연계시키는 양조장 문화관광 상품이다. 제주술익는집에서는 제주도를 대표하는 오메기술, 고소리술과 함께 토속음식 등에 대한 교육과 술 빚기 체험 등 흥미로운 체험교육 프로그램을 운영하고 있다.",오메기 맑은술
25," 1. 독특한 캔의 모양 알밤동동의 캔은 독특하게도 위와 아래가 바뀌어 디자인되어 있다. 흔들어 먹어야 하는 막걸리의 특성상 자연스럽게 캔을 위아래로 뒤집어 보게 하여 흔드는 것과 같은 행동을 하게 되는 UPSIDE DOWN 디자인으로 설계되어 있다. 이 톡톡튀는 아이디어 캔은 술을 마시기 전부터 눈길을 사로잡는다.  2. 깐깐한 원재료 관리 가평 우리술은 원재료를 안정적으로 수급하고 농가소득의 증대를 위해 친환경 쌀 계약재배로 원재료 수급에도 집중하고 있다. 국산 쌀이 수입 쌀에 비해 약 3배가량 비싸지만 막걸리 전용 쌀 이라고 불리는 보람찬 벼 계약재배로 고급화의 기반을 구축 하였으며, 잣과 과일 등의 첨가물도 최고급 국내산만을 엄선해 지하 250m 암반수로 원료부터 깨끗한 막걸리 생산에 집중하고 있다. 품질 좋은 막걸리를 위해서 깐깐하게 관리하는 원재료는 깔끔하고 깊은 맛의 비결이다.  3. 긴 유통기한 막걸리 대중화를 가로막는 가장 큰 걸림돌은 짧은 유통기한이다. 우리술 막걸리는 이 점에 초점을 맞춰 노력한 끝에, 1차 살균과 2차 후 살균의 2단계에 걸친 살균을 통해 10일 안팎이었던 유통기한을 12개월까지 늘려 생산품질과 기술력, 술의 맛까지 앞서나가고 있다. 가평 우리술은 막걸리의 대중화에 앞장서는 대표적인 기업을 목표로 하고 있다.  4. HACCP 인증 가평 우리술의 생산공장은 경기도내 가장 큰 규모의 막걸리 생산 공장으로 자동제국기, 자동증미기, 캔주입기, 탄산주입기, 후 살균기, 자동라벨부착기, 자동로봇적재기, 클린룸 등의 최신 시설을 갖추고 있다. 또한, 2013년 업계최초로 HACCP(위해요소중점관리기준) 인증을 받으며 가평 우리술은 위생과 안전을 최우선으로 생각하고 있다.  5. 막걸리의 세계화 400만 불의 수출 탑 수상 및 농식품 수출 부분 국무총리 표창을 수상(2012년)한 우리술은 세계 20여개 국에 막걸리를 수출하는 등, 막걸리의 세계화에 앞장서고 있다. 가평 우리술은 오천 년 우리의 역사와 함께 울고 웃은 막걸리의 우수성을 널리 알려 세계의 명품 술과 견줄 수 있도록 앞장서고 있다.",톡 쏘는 알밤동동
